person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,extraction_date
28,68383,RENT,1.0,DEBTCONSOLIDATION,B,15030,14.32,1,0.24,N,4,2023-03-02
29,114971,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5505,7.49,1,0.06,N,2,2023-03-02
27,33780,RENT,8.0,PERSONAL,B,8823,12.09,1,0.24,N,2,2023-03-02
25,39825,RENT,0.0,PERSONAL,D,1848,14.81,1,0.23,N,5,2023-03-02
25,21643,MORTGAGE,5.0,MEDICAL,B,8247,13.95,1,0.29,N,4,2023-03-02
23,39902,OWN,0.0,EDUCATION,C,2953,10.68,1,0.08,N,2,2023-03-02
23,76643,RENT,8.0,DEBTCONSOLIDATION,C,17134,5.53,1,0.23,N,2,2023-03-02
22,22737,RENT,13.0,VENTURE,C,7415,9.01,1,0.22,N,2,2023-03-02
29,109162,OTHER,0.0,VENTURE,B,5640,11.14,1,0.28,N,3,2023-03-02
31,51640,OTHER,3.0,DEBTCONSOLIDATION,C,13397,10.1,1,0.26,Y,3,2023-03-02
25,34768,RENT,4.0,VENTURE,B,28715,12.34,1,0.21,N,4,2023-03-02
29,28365,MORTGAGE,4.0,MEDICAL,C,23480,5.32,1,0.21,Y,4,2023-03-02
42,35353,RENT,12.0,MEDICAL,A,5664,12.07,1,0.2,N,1,2023-03-02
25,26553,MORTGAGE,6.0,PERSONAL,D,6302,7.27,1,0.05,Y,3,2023-03-02
29,63170,MORTGAGE,2.0,HOMEIMPROVEMENT,D,5873,9.36,1,0.17,N,4,2023-03-02
24,47998,MORTGAGE,5.0,EDUCATION,D,12952,10.15,1,0.19,Y,2,2023-03-02
24,42086,RENT,7.0,VENTURE,A,9792,15.92,1,0.18,N,4,2023-03-02
25,96513,MORTGAGE,4.0,EDUCATION,A,30108,12.2,1,0.05,N,3,2023-03-02
24,122961,RENT,5.0,MEDICAL,A,15022,10.38,1,0.18,N,1,2023-03-02
27,41685,RENT,3.0,EDUCATION,D,7601,13.42,1,0.18,N,4,2023-03-02
29,45597,RENT,4.0,DEBTCONSOLIDATION,B,11325,6.84,1,0.17,N,5,2023-03-02
25,53142,RENT,2.0,PERSONAL,A,7634,,1,0.17,N,3,2023-03-02
27,39071,RENT,9.0,DEBTCONSOLIDATION,A,10058,16.74,1,0.14,N,3,2023-03-02
22,83124,MORTGAGE,2.0,VENTURE,B,11546,14.12,1,0.1,N,2,2023-03-02
30,30405,RENT,5.0,VENTURE,D,15116,7.62,1,0.16,N,1,2023-03-02
34,286179,RENT,5.0,VENTURE,B,7514,11.4,1,0.13,N,2,2023-03-02
31,85610,RENT,9.0,VENTURE,D,5509,14.31,1,0.13,N,4,2023-03-02
24,55703,MORTGAGE,4.0,EDUCATION,C,9164,18.14,1,0.17,N,1,2023-03-02
24,64405,MORTGAGE,11.0,DEBTCONSOLIDATION,B,7870,15.77,1,0.22,N,3,2023-03-02
36,130770,RENT,4.0,DEBTCONSOLIDATION,D,10699,11.38,1,0.13,Y,2,2023-03-02
26,48252,RENT,4.0,VENTURE,D,10118,5.41,1,0.1,N,2,2023-03-02
20,43549,RENT,1.0,VENTURE,B,4720,12.95,1,0.1,N,2,2023-03-02
23,46827,RENT,0.0,MEDICAL,B,6675,15.22,1,0.09,N,4,2023-03-02
26,159927,RENT,5.0,DEBTCONSOLIDATION,A,5486,11.67,1,0.08,N,1,2023-03-02
25,62210,RENT,4.0,MEDICAL,B,13851,5.77,1,0.3,N,3,2023-03-02
26,43250,RENT,17.0,PERSONAL,D,8581,13.13,1,0.25,N,3,2023-03-02
19,39757,MORTGAGE,5.0,MEDICAL,A,5138,7.16,1,0.07,N,1,2023-03-02
24,181391,MORTGAGE,10.0,DEBTCONSOLIDATION,B,11199,12.25,1,0.09,N,4,2023-03-02
20,58403,MORTGAGE,4.0,MEDICAL,B,18649,7.22,1,0.14,N,4,2023-03-02
23,57805,MORTGAGE,4.0,PERSONAL,A,15907,,1,0.13,N,5,2023-03-02
21,57571,RENT,0.0,VENTURE,B,15734,13.01,1,0.28,N,1,2023-03-02
26,70832,MORTGAGE,1.0,EDUCATION,A,10562,12.32,1,0.2,N,4,2023-03-02
29,79604,MORTGAGE,5.0,DEBTCONSOLIDATION,F,2096,10.94,1,0.36,N,5,2023-03-02
28,39028,RENT,5.0,DEBTCONSOLIDATION,C,8682,,1,0.26,Y,3,2023-03-02
27,49724,MORTGAGE,7.0,HOMEIMPROVEMENT,B,8690,13.74,1,0.06,N,4,2023-03-02
24,55946,MORTGAGE,5.0,HOMEIMPROVEMENT,D,7419,12.23,1,0.1,Y,4,2023-03-02
25,49317,RENT,16.0,VENTURE,B,10652,11.56,1,0.16,N,3,2023-03-02
33,79776,MORTGAGE,11.0,EDUCATION,B,12038,12.28,1,0.09,N,3,2023-03-02
23,68183,RENT,1.0,HOMEIMPROVEMENT,B,5863,14.01,1,0.56,N,4,2023-03-02
19,39008,RENT,12.0,HOMEIMPROVEMENT,A,1412,,1,0.52,N,3,2023-03-02
28,97515,RENT,3.0,HOMEIMPROVEMENT,C,5404,11.15,1,0.5,N,1,2023-03-02
25,32741,MORTGAGE,,EDUCATION,D,10514,16.89,1,0.43,N,1,2023-03-02
24,63791,RENT,2.0,HOMEIMPROVEMENT,D,6077,5.72,1,0.42,Y,2,2023-03-02
25,84450,MORTGAGE,1.0,PERSONAL,A,8012,,1,0.16,N,4,2023-03-02
26,53817,RENT,0.0,HOMEIMPROVEMENT,C,3551,13.5,1,0.42,Y,3,2023-03-02
29,38976,MORTGAGE,1.0,PERSONAL,A,8517,12.92,1,0.11,N,4,2023-03-02
27,12916,RENT,1.0,MEDICAL,A,3988,,1,0.4,N,3,2023-03-02
21,142567,MORTGAGE,5.0,MEDICAL,A,6347,7.58,1,0.05,N,5,2023-03-02
35,74401,RENT,2.0,EDUCATION,B,7164,,1,0.4,N,5,2023-03-02
25,76404,RENT,4.0,MEDICAL,B,4337,10.78,1,0.4,N,5,2023-03-02
30,42025,MORTGAGE,,MEDICAL,A,14070,10.61,1,0.1,N,3,2023-03-02
23,92080,MORTGAGE,14.0,PERSONAL,A,13472,14.34,1,0.1,N,5,2023-03-02
27,25532,RENT,8.0,MEDICAL,C,10517,6.81,1,0.4,Y,5,2023-03-02
41,88278,MORTGAGE,15.0,PERSONAL,A,8952,8.84,1,0.06,N,2,2023-03-02
20,24887,MORTGAGE,1.0,DEBTCONSOLIDATION,B,7756,9.18,1,0.11,N,2,2023-03-02
20,40665,MORTGAGE,4.0,HOMEIMPROVEMENT,A,21983,10.2,1,0.1,N,3,2023-03-02
24,29523,MORTGAGE,4.0,EDUCATION,B,13404,,1,0.17,N,4,2023-03-02
24,65027,RENT,2.0,EDUCATION,D,3887,9.53,1,0.38,Y,3,2023-03-02
21,39171,MORTGAGE,5.0,EDUCATION,A,8803,10.03,1,0.22,N,5,2023-03-02
35,64341,MORTGAGE,5.0,VENTURE,A,1803,11.43,1,0.03,N,2,2023-03-02
20,79114,MORTGAGE,9.0,VENTURE,A,6078,13.04,1,0.13,N,1,2023-03-02
23,30883,MORTGAGE,10.0,MEDICAL,A,9591,10.96,1,0.25,N,4,2023-03-02
28,35948,MORTGAGE,2.0,MEDICAL,A,12566,14.3,1,0.2,N,3,2023-03-02
30,139625,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5562,8.18,1,0.11,N,3,2023-03-02
39,33917,RENT,,MEDICAL,B,7781,8.79,1,0.37,N,3,2023-03-02
30,28464,MORTGAGE,4.0,MEDICAL,D,13588,15.52,1,0.09,N,3,2023-03-02
23,90615,MORTGAGE,2.0,EDUCATION,A,4296,14.06,1,0.15,N,2,2023-03-02
38,62010,MORTGAGE,1.0,PERSONAL,A,40713,7.73,1,0.27,N,2,2023-03-02
23,39770,RENT,7.0,HOMEIMPROVEMENT,C,2510,14.51,1,0.36,Y,2,2023-03-02
20,101305,RENT,3.0,EDUCATION,C,8106,14.29,1,0.36,N,3,2023-03-02
24,39437,MORTGAGE,1.0,EDUCATION,A,11948,10.06,1,0.23,N,4,2023-03-02
40,70014,MORTGAGE,5.0,EDUCATION,C,7125,9.55,1,0.47,N,3,2023-03-02
23,53842,RENT,6.0,HOMEIMPROVEMENT,C,5187,9.98,1,0.35,N,3,2023-03-02
21,109872,RENT,5.0,HOMEIMPROVEMENT,D,14865,,1,0.35,Y,2,2023-03-02
32,64428,RENT,0.0,DEBTCONSOLIDATION,B,18063,7.91,1,0.35,N,3,2023-03-02
28,74857,RENT,3.0,MEDICAL,A,8954,13.05,1,0.34,N,2,2023-03-02
24,54610,MORTGAGE,4.0,EDUCATION,A,5098,7.54,1,0.34,N,3,2023-03-02
42,107137,RENT,14.0,EDUCATION,A,4645,14.97,1,0.33,N,2,2023-03-02
23,76944,MORTGAGE,11.0,PERSONAL,A,3570,5.29,1,0.14,N,3,2023-03-02
30,33252,OWN,,HOMEIMPROVEMENT,A,24129,,1,0.08,N,1,2023-03-02
20,54819,RENT,5.0,PERSONAL,A,4403,12.49,1,0.33,N,2,2023-03-02
19,80998,MORTGAGE,0.0,PERSONAL,B,11266,,1,0.09,N,4,2023-03-02
23,37196,MORTGAGE,12.0,EDUCATION,B,11387,9.29,1,0.42,N,4,2023-03-02
42,78121,MORTGAGE,14.0,EDUCATION,B,2911,13.25,1,0.06,N,3,2023-03-02
31,56921,RENT,1.0,MEDICAL,B,14192,14.69,1,0.32,N,4,2023-03-02
30,32434,RENT,3.0,HOMEIMPROVEMENT,B,19300,,1,0.32,N,2,2023-03-02
24,118284,RENT,4.0,VENTURE,B,6257,11.47,1,0.32,N,5,2023-03-02
27,49084,MORTGAGE,3.0,EDUCATION,B,11930,15.36,1,0.37,N,3,2023-03-02
23,42014,RENT,1.0,PERSONAL,C,5888,,1,0.32,Y,3,2023-03-02
29,36007,RENT,1.0,EDUCATION,B,8625,12.25,1,0.32,N,2,2023-03-02
21,31364,MORTGAGE,9.0,HOMEIMPROVEMENT,B,5724,7.81,1,0.01,N,2,2023-03-02
48,12355,MORTGAGE,8.0,MEDICAL,A,7106,12.79,1,0.09,N,4,2023-03-02
39,41084,OWN,0.0,VENTURE,A,13890,9.63,1,0.07,N,4,2023-03-02
26,30106,RENT,7.0,DEBTCONSOLIDATION,C,11445,11.23,1,0.32,N,3,2023-03-02
19,62780,MORTGAGE,5.0,PERSONAL,B,6742,14.3,1,0.12,N,1,2023-03-02
29,70323,RENT,7.0,EDUCATION,B,2311,,1,0.31,N,3,2023-03-02
35,39576,RENT,6.0,MEDICAL,C,8571,13.46,1,0.31,N,3,2023-03-02
26,57886,RENT,9.0,VENTURE,A,7509,14.18,1,0.3,N,5,2023-03-02
26,57830,RENT,,VENTURE,B,10261,15.34,1,0.3,N,4,2023-03-02
21,129371,RENT,12.0,EDUCATION,A,5698,15.28,1,0.3,N,2,2023-03-02
29,52920,RENT,4.0,HOMEIMPROVEMENT,D,3006,15.84,1,0.29,Y,4,2023-03-02
24,57485,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12418,6.81,1,0.04,N,3,2023-03-02
26,187969,MORTGAGE,8.0,EDUCATION,C,6835,15.64,1,0.31,N,1,2023-03-02
26,70782,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3220,12.94,1,0.13,N,4,2023-03-02
32,49942,RENT,6.0,DEBTCONSOLIDATION,C,22395,13.89,1,0.29,Y,3,2023-03-02
24,123936,MORTGAGE,4.0,VENTURE,A,10543,12.96,1,0.2,N,2,2023-03-02
26,69468,MORTGAGE,12.0,EDUCATION,B,7479,15.18,1,0.07,N,3,2023-03-02
26,39812,MORTGAGE,7.0,PERSONAL,B,5549,7.1,1,0.09,N,5,2023-03-02
27,43251,RENT,7.0,DEBTCONSOLIDATION,A,6573,8.08,1,0.29,N,5,2023-03-02
31,56072,RENT,7.0,EDUCATION,B,5157,,1,0.29,N,1,2023-03-02
27,34752,RENT,1.0,DEBTCONSOLIDATION,A,5948,14.54,1,0.29,N,4,2023-03-02
23,78598,RENT,6.0,DEBTCONSOLIDATION,C,14336,9.03,1,0.29,N,5,2023-03-02
33,54131,MORTGAGE,5.0,PERSONAL,A,22191,12.76,1,0.1,N,3,2023-03-02
30,58842,MORTGAGE,1.0,PERSONAL,C,6413,10.37,1,0.17,Y,1,2023-03-02
24,66245,RENT,3.0,MEDICAL,D,6483,6.6,1,0.28,Y,3,2023-03-02
28,50401,MORTGAGE,7.0,VENTURE,B,6039,6.03,1,0.25,N,5,2023-03-02
28,87807,MORTGAGE,7.0,HOMEIMPROVEMENT,B,17640,9.71,1,0.1,N,1,2023-03-02
32,85508,MORTGAGE,0.0,DEBTCONSOLIDATION,E,5888,,1,0.16,N,3,2023-03-02
25,146079,RENT,19.0,EDUCATION,B,7173,7.74,1,0.28,N,2,2023-03-02
24,39913,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7716,13.6,1,0.12,N,3,2023-03-02
21,70235,MORTGAGE,,VENTURE,C,10748,9.19,1,0.25,Y,2,2023-03-02
30,57327,RENT,11.0,MEDICAL,C,4414,10.64,1,0.28,Y,1,2023-03-02
29,34117,MORTGAGE,2.0,VENTURE,C,7126,,1,0.16,N,2,2023-03-02
28,64765,RENT,0.0,MEDICAL,A,14149,6.58,1,0.28,N,1,2023-03-02
22,46393,OWN,2.0,EDUCATION,A,13001,13.37,1,0.3,N,2,2023-03-02
27,115681,MORTGAGE,2.0,EDUCATION,E,8386,7.75,1,0.28,Y,1,2023-03-02
24,46440,MORTGAGE,5.0,EDUCATION,B,5469,18.65,1,0.1,N,3,2023-03-02
24,39974,RENT,10.0,EDUCATION,D,7231,11.46,1,0.28,Y,4,2023-03-02
28,19686,RENT,5.0,MEDICAL,B,13946,10.96,1,0.28,N,3,2023-03-02
34,23381,RENT,10.0,EDUCATION,B,7066,7.07,1,0.27,N,3,2023-03-02
25,81645,RENT,5.0,EDUCATION,B,1129,5.9,1,0.27,N,2,2023-03-02
20,371084,RENT,1.0,MEDICAL,E,10871,11.52,1,0.27,Y,3,2023-03-02
26,28638,RENT,1.0,MEDICAL,C,13271,9.77,1,0.27,Y,3,2023-03-02
27,47128,RENT,2.0,MEDICAL,A,16075,,1,0.27,N,5,2023-03-02
36,84395,MORTGAGE,2.0,HOMEIMPROVEMENT,B,5530,6.4,1,0.07,N,4,2023-03-02
42,36139,RENT,2.0,PERSONAL,C,19892,6.17,1,0.27,N,3,2023-03-02
27,30424,MORTGAGE,10.0,DEBTCONSOLIDATION,B,15186,11.04,1,0.17,N,4,2023-03-02
28,50092,RENT,6.0,VENTURE,E,12766,13.39,1,0.27,N,4,2023-03-02
46,59850,MORTGAGE,4.0,PERSONAL,C,12059,12.2,1,0.12,N,2,2023-03-02
23,36860,RENT,4.0,DEBTCONSOLIDATION,B,9231,10.98,1,0.27,N,2,2023-03-02
23,55804,RENT,1.0,MEDICAL,B,8335,12.4,1,0.27,N,4,2023-03-02
30,171551,RENT,10.0,PERSONAL,B,6547,16.04,1,0.27,N,2,2023-03-02
20,41019,RENT,17.0,EDUCATION,C,3355,11.43,1,0.27,Y,3,2023-03-02
23,30087,MORTGAGE,3.0,PERSONAL,A,13102,13.12,1,0.3,N,2,2023-03-02
33,64727,MORTGAGE,4.0,EDUCATION,A,7416,6.34,1,0.43,N,3,2023-03-02
25,50575,RENT,2.0,MEDICAL,C,8289,7.07,1,0.27,Y,4,2023-03-02
35,31633,RENT,8.0,MEDICAL,C,8937,,1,0.27,N,3,2023-03-02
24,82735,MORTGAGE,8.0,EDUCATION,A,11475,13.61,1,0.2,N,4,2023-03-02
25,131734,RENT,10.0,VENTURE,C,8223,10.74,1,0.27,Y,2,2023-03-02
26,76006,RENT,,VENTURE,B,9892,,1,0.27,N,3,2023-03-02
28,65624,RENT,20.0,PERSONAL,C,7472,5.17,1,0.27,N,4,2023-03-02
19,49530,RENT,8.0,MEDICAL,B,2855,,1,0.27,N,3,2023-03-02
23,132725,MORTGAGE,1.0,DEBTCONSOLIDATION,C,13751,15.12,1,0.02,N,4,2023-03-02
23,69949,MORTGAGE,13.0,EDUCATION,A,11398,14.78,1,0.17,N,4,2023-03-02
25,53035,MORTGAGE,7.0,EDUCATION,A,16369,11.26,1,0.17,N,2,2023-03-02
30,39784,RENT,3.0,PERSONAL,A,3166,5.82,1,0.27,N,5,2023-03-02
22,76621,MORTGAGE,2.0,DEBTCONSOLIDATION,B,11041,9.37,1,0.35,N,3,2023-03-02
26,32241,RENT,1.0,EDUCATION,B,9596,11.17,1,0.27,N,3,2023-03-02
24,147825,RENT,9.0,PERSONAL,C,3160,13.63,1,0.27,N,2,2023-03-02
31,55071,RENT,2.0,DEBTCONSOLIDATION,B,11285,,1,0.26,N,3,2023-03-02
24,90216,MORTGAGE,2.0,PERSONAL,C,15560,13.1,1,0.2,Y,4,2023-03-02
32,52898,MORTGAGE,7.0,MEDICAL,C,18933,6.03,1,0.3,N,4,2023-03-02
19,51639,RENT,8.0,HOMEIMPROVEMENT,C,4515,14.58,1,0.26,Y,2,2023-03-02
20,32377,MORTGAGE,9.0,VENTURE,B,18510,10.66,1,0.33,N,1,2023-03-02
26,31353,RENT,1.0,MEDICAL,B,6670,,1,0.26,N,3,2023-03-02
23,38848,RENT,,VENTURE,B,5188,11.22,1,0.26,N,3,2023-03-02
27,63157,RENT,5.0,PERSONAL,C,13602,13.67,1,0.25,Y,5,2023-03-02
27,26389,MORTGAGE,10.0,EDUCATION,B,7707,6.89,1,0.39,N,3,2023-03-02
22,31471,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25448,12.12,1,0.2,N,1,2023-03-02
25,47091,OWN,6.0,EDUCATION,C,13231,10.78,1,0.27,Y,3,2023-03-02
39,52799,RENT,8.0,DEBTCONSOLIDATION,B,4977,10.01,1,0.25,N,2,2023-03-02
25,86398,MORTGAGE,2.0,MEDICAL,A,7499,11.38,1,0.33,N,3,2023-03-02
26,69629,RENT,0.0,EDUCATION,A,15737,,1,0.25,N,3,2023-03-02
27,51804,RENT,1.0,EDUCATION,C,4060,6.86,1,0.24,Y,4,2023-03-02
24,36830,MORTGAGE,6.0,EDUCATION,A,6280,12.7,1,0.17,N,3,2023-03-02
31,22365,MORTGAGE,6.0,HOMEIMPROVEMENT,C,3533,11.06,1,0.12,Y,2,2023-03-02
22,242904,RENT,6.0,DEBTCONSOLIDATION,B,2928,7.1,1,0.24,N,3,2023-03-02
35,37522,RENT,7.0,DEBTCONSOLIDATION,B,15506,13.51,1,0.24,N,5,2023-03-02
24,30642,MORTGAGE,3.0,MEDICAL,A,8651,,1,0.12,N,4,2023-03-02
24,66324,MORTGAGE,0.0,EDUCATION,A,19771,8.4,1,0.2,N,4,2023-03-02
37,37354,MORTGAGE,4.0,EDUCATION,B,15226,,1,0.12,N,1,2023-03-02
24,83265,RENT,3.0,HOMEIMPROVEMENT,B,1887,15.21,1,0.28,N,3,2023-03-02
30,55808,MORTGAGE,8.0,MEDICAL,A,6819,14.77,1,0.05,N,4,2023-03-02
20,32389,MORTGAGE,2.0,PERSONAL,B,3117,7.35,1,0.2,N,2,2023-03-02
30,55727,MORTGAGE,4.0,EDUCATION,C,15156,,1,0.43,N,4,2023-03-02
25,21419,MORTGAGE,15.0,PERSONAL,A,6252,10.4,1,0.17,N,3,2023-03-02
27,131638,MORTGAGE,3.0,PERSONAL,A,10471,7.37,1,0.13,N,3,2023-03-02
37,96871,RENT,5.0,DEBTCONSOLIDATION,C,7764,11.18,1,0.23,N,2,2023-03-02
26,41564,RENT,7.0,EDUCATION,A,2195,17.31,1,0.23,N,1,2023-03-02
31,56860,MORTGAGE,9.0,EDUCATION,C,5131,10.58,1,0.5,N,3,2023-03-02
24,36232,MORTGAGE,10.0,VENTURE,D,9394,16.23,1,0.17,N,4,2023-03-02
30,77489,MORTGAGE,1.0,EDUCATION,D,21141,6.07,1,0.2,N,5,2023-03-02
27,30295,RENT,0.0,PERSONAL,D,2996,7.7,1,0.23,N,3,2023-03-02
21,48603,RENT,5.0,EDUCATION,A,6386,,1,0.23,N,2,2023-03-02
33,19091,OWN,4.0,MEDICAL,A,3144,9.32,1,0.08,N,4,2023-03-02
23,42198,MORTGAGE,0.0,VENTURE,A,9758,10.46,1,0.2,N,3,2023-03-02
21,29731,MORTGAGE,4.0,EDUCATION,A,3656,5.5,1,0.25,N,2,2023-03-02
21,96633,RENT,2.0,VENTURE,F,22018,11.44,1,0.28,N,2,2023-03-02
32,59463,RENT,4.0,EDUCATION,C,1660,7.21,1,0.28,N,4,2023-03-02
30,42927,MORTGAGE,4.0,MEDICAL,A,28868,12.81,1,0.17,N,3,2023-03-02
33,41590,RENT,4.0,VENTURE,C,21821,7.89,1,0.23,N,3,2023-03-02
24,91990,MORTGAGE,0.0,PERSONAL,D,7444,12.02,1,0.13,N,2,2023-03-02
27,51237,MORTGAGE,0.0,VENTURE,A,20805,8.75,1,0.23,N,3,2023-03-02
23,46295,MORTGAGE,8.0,HOMEIMPROVEMENT,B,11345,13.02,1,0.07,N,3,2023-03-02
28,70158,RENT,6.0,EDUCATION,B,8588,14.08,1,0.23,N,3,2023-03-02
24,61105,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3024,14.87,1,0.17,N,2,2023-03-02
52,91775,RENT,3.0,VENTURE,A,10397,,1,0.23,N,3,2023-03-02
22,63123,RENT,7.0,DEBTCONSOLIDATION,D,4066,7.77,1,0.27,Y,5,2023-03-02
25,63526,MORTGAGE,6.0,EDUCATION,B,21005,14.12,1,0.07,N,1,2023-03-02
22,119897,MORTGAGE,3.0,VENTURE,A,3669,12.06,1,0.08,N,3,2023-03-02
24,45874,MORTGAGE,0.0,EDUCATION,A,11559,10.46,1,0.27,N,3,2023-03-02
33,19079,RENT,8.0,HOMEIMPROVEMENT,C,9455,13.58,1,0.27,N,3,2023-03-02
21,35918,RENT,5.0,EDUCATION,A,4752,7.63,1,0.22,N,2,2023-03-02
22,34519,RENT,2.0,DEBTCONSOLIDATION,B,19512,11.93,1,0.27,N,2,2023-03-02
21,73489,OWN,1.0,VENTURE,B,7493,11.2,1,0.15,N,2,2023-03-02
26,94542,MORTGAGE,10.0,EDUCATION,B,6034,5.86,1,0.05,N,3,2023-03-02
32,27867,RENT,1.0,VENTURE,B,13557,11.54,1,0.22,N,3,2023-03-02
26,59584,RENT,7.0,VENTURE,E,1304,13.08,1,0.27,Y,3,2023-03-02
27,56741,OWN,10.0,VENTURE,A,4427,9.65,1,0.19,N,3,2023-03-02
37,66248,MORTGAGE,1.0,HOMEIMPROVEMENT,B,9310,,1,0.03,N,2,2023-03-02
25,25301,RENT,3.0,EDUCATION,D,1304,5.48,1,0.22,N,3,2023-03-02
23,31868,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5387,9.63,1,0.39,N,3,2023-03-02
27,54353,MORTGAGE,1.0,EDUCATION,B,6475,9.79,1,0.1,N,4,2023-03-02
34,40865,MORTGAGE,5.0,DEBTCONSOLIDATION,B,2940,13.03,1,0.17,N,2,2023-03-02
24,40736,MORTGAGE,7.0,VENTURE,A,13186,13.57,1,0.05,N,4,2023-03-02
31,85681,MORTGAGE,1.0,HOMEIMPROVEMENT,C,17207,10.45,1,0.08,Y,1,2023-03-02
23,42660,RENT,1.0,VENTURE,B,3733,13.24,1,0.22,N,4,2023-03-02
22,31784,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5641,18.87,1,0.16,N,2,2023-03-02
30,36546,MORTGAGE,0.0,EDUCATION,A,15420,8.21,1,0.07,N,4,2023-03-02
23,58059,RENT,5.0,DEBTCONSOLIDATION,B,21846,10.15,1,0.22,N,1,2023-03-02
32,69777,RENT,11.0,EDUCATION,A,10581,,1,0.26,N,3,2023-03-02
26,15216,MORTGAGE,7.0,MEDICAL,A,4375,6.78,1,0.14,N,2,2023-03-02
35,31476,RENT,8.0,EDUCATION,A,15890,,1,0.22,N,3,2023-03-02
24,68950,MORTGAGE,11.0,PERSONAL,A,5197,,1,0.1,N,4,2023-03-02
29,88302,OWN,6.0,VENTURE,A,1492,13.88,1,0.22,N,3,2023-03-02
25,35306,RENT,6.0,MEDICAL,D,9049,11.75,1,0.26,N,3,2023-03-02
29,32376,MORTGAGE,2.0,EDUCATION,A,14430,14.78,1,0.02,N,2,2023-03-02
30,31808,RENT,17.0,PERSONAL,D,10659,,1,0.26,Y,2,2023-03-02
37,79198,RENT,3.0,EDUCATION,E,13046,16.17,1,0.21,N,1,2023-03-02
28,33840,RENT,4.0,VENTURE,C,13835,7.19,1,0.21,N,3,2023-03-02
25,90405,RENT,3.0,MEDICAL,A,20336,8.56,1,0.21,N,1,2023-03-02
26,39296,OWN,0.0,MEDICAL,B,22776,8.46,1,0.02,N,1,2023-03-02
44,75661,OWN,4.0,VENTURE,D,6477,14.49,1,0.25,Y,3,2023-03-02
48,85735,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5953,12.38,1,0.03,N,4,2023-03-02
23,85337,MORTGAGE,12.0,EDUCATION,B,4693,14.57,1,0.28,N,3,2023-03-02
23,84625,RENT,2.0,MEDICAL,B,8462,11.62,1,0.21,N,1,2023-03-02
31,39586,MORTGAGE,5.0,EDUCATION,A,6055,8.04,1,0.2,N,4,2023-03-02
29,43638,MORTGAGE,3.0,DEBTCONSOLIDATION,C,3299,12.07,1,0.3,N,2,2023-03-02
24,60306,MORTGAGE,6.0,EDUCATION,D,7411,,1,0.04,N,3,2023-03-02
25,106771,MORTGAGE,6.0,MEDICAL,B,5280,16.46,1,0.11,N,5,2023-03-02
28,52581,MORTGAGE,1.0,VENTURE,D,11977,9.57,1,0.14,N,4,2023-03-02
30,79479,RENT,6.0,PERSONAL,B,33337,12.8,1,0.21,N,4,2023-03-02
29,32740,MORTGAGE,8.0,EDUCATION,A,11805,12.44,1,0.27,N,4,2023-03-02
21,140069,RENT,0.0,MEDICAL,B,12593,15.64,1,0.21,N,3,2023-03-02
23,63595,RENT,4.0,MEDICAL,B,6682,6.3,1,0.21,N,3,2023-03-02
24,39014,MORTGAGE,3.0,EDUCATION,B,2972,,1,0.35,N,3,2023-03-02
40,50811,MORTGAGE,5.0,PERSONAL,B,12914,10.59,1,0.12,N,2,2023-03-02
36,55354,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20074,10.55,1,0.17,N,2,2023-03-02
20,54030,MORTGAGE,9.0,HOMEIMPROVEMENT,A,4719,12.67,1,0.03,N,3,2023-03-02
30,109858,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5985,,1,0.13,N,3,2023-03-02
21,32200,MORTGAGE,1.0,EDUCATION,A,10345,7.58,1,0.15,N,4,2023-03-02
26,203485,MORTGAGE,2.0,EDUCATION,A,11799,11.17,1,0.16,N,3,2023-03-02
37,90893,RENT,7.0,MEDICAL,A,7466,7.2,1,0.21,N,2,2023-03-02
25,23828,RENT,4.0,DEBTCONSOLIDATION,B,8534,9.48,1,0.21,N,4,2023-03-02
23,43816,RENT,8.0,EDUCATION,A,11428,12.42,1,0.21,N,5,2023-03-02
33,70621,RENT,2.0,DEBTCONSOLIDATION,F,2880,6.21,1,0.24,Y,4,2023-03-02
32,129831,MORTGAGE,10.0,DEBTCONSOLIDATION,C,17105,11.35,1,0.12,N,4,2023-03-02
21,83414,RENT,,DEBTCONSOLIDATION,A,5872,8.64,1,0.21,N,3,2023-03-02
26,82268,MORTGAGE,5.0,VENTURE,A,8909,8.87,1,0.25,N,3,2023-03-02
28,19501,MORTGAGE,1.0,VENTURE,D,6634,15.83,1,0.07,N,4,2023-03-02
23,26581,MORTGAGE,1.0,EDUCATION,C,13019,7.6,1,0.13,Y,3,2023-03-02
32,52566,MORTGAGE,7.0,DEBTCONSOLIDATION,B,4041,13.71,1,0.09,N,3,2023-03-02
